business_id,business_id_raw,name,province,city,street_address,postal_code,post_office,coordinates,postal_address,postal_address_code,postal_address_post_offoce,postal_address_country,postal_address_country_code,company_form,established_date,main_line_of_business_code,main_line_of_business,main_line_of_business_category
31585419,3158541-9,Naapu Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Kirkkotie 14,20540,TURKU,Suomi,FIN,Osakeyhtiö,2020-09-15,62010,Software Design and Development,"IT Consulting, IT Services"
29893041,2989304-1,The Human Touch Robotics Oy,Uudenmaan maakunta,Vantaa,Tervahaudantie 4 D 8,01400,VANTAA,"(60.339098, 25.08124)",Tervahaudantie 4 D 8,01400,VANTAA,Suomi,FIN,Osakeyhtiö,2019-03-14,72193,Engineering Research and Development,"Product Development, Research and Design Services"
28331936,2833193-6,SportaPost Oy,Lapin maakunta,Rovaniemi,Toukotie 11,96300,ROVANIEMI,"(66.480371, 25.71348)",Toukotie 11,96300,ROVANIEMI,Suomi,FIN,Osakeyhtiö,2017-05-11,62090,Other IT and Computer Services,"IT Consulting, IT Services"
32009835,3200983-5,Albertine Technology Oy,Uudenmaan maakunta,Helsinki,Kaisaniemenkatu 1b A,00100,HELSINKI,"(60.170842, 24.94587)",Kaisaniemenkatu 1b A,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-03-29,62010,Software Design and Development,"IT Consulting, IT Services"
34282712,3428271-2,Sonolink Oy,,,,,,,Soodakuja 6 B 22,00390,HELSINKI,Suomi,FIN,Osakeyhtiö,2024-02-16,62010,Software Design and Development,"IT Consulting, IT Services"
32028454,3202845-4,Lumo Analytics Oy,Uudenmaan maakunta,Helsinki,Atomitie 5 C,00370,HELSINKI,"(60.222751, 24.8707)",Atomitie 5 C,00370,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-04-08,71202,Other Technical Testing and Analysis,Testing and Inspection Services
27340945,2734094-5,Auntie Solutions Oy,Uudenmaan maakunta,Helsinki,Siltasaarenkatu 12 C,00530,HELSINKI,"(60.178711, 24.94998)",Siltasaarenkatu 12 C,00530,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-12-30,72200,Social Sciences and Humanities Research and Development,"Product Development, Research and Design Services"
31361212,3136121-2,The Extravagant Company Oy Ltd,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-05-14,62010,Software Design and Development,"IT Consulting, IT Services"
32116374,3211637-4,Plain Complex Oy,,,,,,,Asematie 3-5 A 5,02700,KAUNIAINEN,Suomi,FIN,Osakeyhtiö,2021-05-17,62010,Software Design and Development,"IT Consulting, IT Services"
31084817,3108481-7,Habito Health Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4,00290,HELSINKI,"(60.190415, 24.908415)",Haartmaninkatu 4,00290,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-01-02,62010,Software Design and Development,"IT Consulting, IT Services"
27160119,2716011-9,Dispelix Oy,Uudenmaan maakunta,Espoo,Metsänneidonkuja 10,02130,ESPOO,"(60.187641, 24.80592)",Metsänneidonkuja 10,02130,ESPOO,Suomi,FIN,Osakeyhtiö,2015-10-06,26400,Manufacture of Consumer Electronics,Consumer Electronics
31012047,3101204-7,Dermeco Oy,Päijät-Hämeen maakunta,Lahti,Niemenkatu 73,15140,LAHTI,"(61.006458, 25.65298)",Niemenkatu 73,15140,LAHTI,Suomi,FIN,Osakeyhtiö,2019-11-25,21100,Manufacture of Pharmaceuticals,Pharmaceutical Industry
32174929,3217492-9,Shook Digital Oy,Uudenmaan maakunta,Helsinki,Käenkuja 3 A,00500,HELSINKI,"(60.185515, 24.96393)",Käenkuja 3 A,00500,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-06-11,62010,Software Design and Development,"IT Consulting, IT Services"
27366643,2736664-3,Tiitus Group Oy,Uudenmaan maakunta,Helsinki,Vanhahelsingintie 18 B,00700,HELSINKI,"(60.24801, 25.01051)",Aurakatu 10 B,20100,TURKU,Suomi,FIN,Osakeyhtiö,2016-01-14,62010,Software Design and Development,"IT Consulting, IT Services"
29372238,2937223-8,BER Oy,Pirkanmaan maakunta,Tampere,Erkkilänkatu 7 D 37,33100,TAMPERE,"(61.50252, 23.77131)",Erkkilänkatu 7 D 37,33100,TAMPERE,Suomi,FIN,Osakeyhtiö,2018-09-05,74909,"Other Professional, Scientific, and Technical Activities",Waste Management Equipment and Systems
31075339,3107533-9,Arctic Farming Oy,Uudenmaan maakunta,Espoo,Otakaari 5,02150,ESPOO,"(60.186622, 24.82692)",PL 13100,00076,AALTO,Suomi,FIN,Osakeyhtiö,2019-12-27,72193,Engineering Research and Development,"Product Development, Research and Design Services"
31530696,3153069-6,Kokoustaja Oy,,,,,,,Rusthollarinkatu 1 A 4,37120,NOKIA,Suomi,FIN,Osakeyhtiö,2020-08-20,62010,Software Design and Development,"IT Consulting, IT Services"
31546743,3154674-3,Rootroo Oy,,,,,,,Laajavuorenkuja 1 A 17,01620,VANTAA,Suomi,FIN,Osakeyhtiö,2020-08-29,62010,Software Design and Development,"IT Consulting, IT Services"
30978261,3097826-1,Kotihandi,Uudenmaan maakunta,Helsinki,Myllypadontie 17 B 7,00920,HELSINKI,"(60.220477, 25.06481)",Myllypadontie 17 B 7,00920,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-11-06,62090,Other IT and Computer Services,Cleaning Services
31123054,3112305-4,Evexia Oy,Uudenmaan maakunta,Helsinki,Katajaharjuntie 21 C 26,00200,HELSINKI,"(60.167788, 24.85737)",Katajaharjuntie 21 C 26,00200,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-01-18,62010,Software Design and Development,"IT Consulting, IT Services"
32466745,3246674-5,Wudpecker Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16-1 C,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16-1 C,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-11-06,62010,Software Design and Development,"IT Consulting, IT Services"
27692078,2769207-8,Priceff Ab,Uudenmaan maakunta,Helsinki,Elimäenkatu 5,00510,HELSINKI,"(60.193571, 24.95123)",Elimäenkatu 5,00510,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-06-23,47410,"Retail Sale of Computers, Peripherals and Software",IT Equipment
27598129,2759812-9,Flocon Technologies Oy,Uudenmaan maakunta,Kauniainen,Magistervägen 34 B,02700,GRANKULLA,"(60.218232, 24.74221)",Päivöläntie 28 A 1,00730,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-04-25,36000,"Water Collection, Treatment and Supply",Water Purification and Distribution
33608813,3360881-3,Confidentialmind Oy,Uudenmaan maakunta,Espoo,Otakaari 27,02150,ESPOO,"(60.184349, 24.8311)",Otakaari 27,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2023-04-25,62010,Software Design and Development,"IT Consulting, IT Services"
26923284,2692328-4,Swappie Oy,Uudenmaan maakunta,Helsinki,Itämerenkatu 3 A,00180,HELSINKI,"(60.163948, 24.91952)",Itämerenkatu 3 A,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-05-22,62090,Other IT and Computer Services,Mobile Phones and Accessories
28279429,2827942-9,Fin Edu Consulting Oy,Uudenmaan maakunta,Helsinki,Vanhahelsingintie 2,00700,HELSINKI,"(60.242869, 25.0166)",Vanhahelsingintie 2,00700,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-04-10,70220,Other Management Consulting,Management Consulting
27723698,2772369-8,Super God Oy,Pohjois-Pohjanmaan maakunta,Oulu,Siirtolantie 5 B 21,90530,OULU,"(65.032501, 25.47064)",Siirtolantie 5 B 21,90530,OULU,Suomi,FIN,Osakeyhtiö,2016-07-13,62010,Software Design and Development,"IT Consulting, IT Services"
31534822,3153482-2,Gigarator Oy,,,,,,,Råholmsvägen 7 A 14,00250,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-08-20,78100,Employment Placement Services,Staff Leasing
32348482,3234848-2,Exaum Oy,,,,,,,PL 1,13211,HÄMEENLINNA,Suomi,FIN,Osakeyhtiö,2021-09-10,63110,"Data Processing, Hosting, and Related Services","IT Consulting, IT Services"
31984372,3198437-2,Order Of Meta Oy,,,,,,,Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-03-15,62010,Software Design and Development,"IT Consulting, IT Services"
27015819,2701581-9,Salo Automation Oy,Varsinais-Suomen maakunta,Salo,Salorankatu 5-7,24240,SALO,"(60.391018, 23.11229)",Salorankatu 5-7,24240,SALO,Suomi,FIN,Osakeyhtiö,2015-07-22,26510,"Manufacture of Measuring, Testing and Navigation Instruments",Measuring and Research Instruments
28877816,2887781-6,Something Corporation Oy,Uudenmaan maakunta,Espoo,Otakaari 5 A,02150,ESPOO,"(60.186622, 24.82692)",PL 13100,00076,AALTO,Suomi,FIN,Osakeyhtiö,2018-01-29,62010,Software Design and Development,"IT Consulting, IT Services"
31167399,3116739-9,Kitka Games Oy,Kainuun maakunta,Kajaani,Kauppakatu 26 D 27,87100,KAJAANI,"(64.226221, 27.73058)",Kauppakatu 26 D 27,87100,KAJAANI,Suomi,FIN,Osakeyhtiö,2020-02-04,62010,Software Design and Development,"IT Consulting, IT Services"
27393932,2739393-2,Sulapac Oy,Uudenmaan maakunta,Helsinki,Iso Roobertinkatu 21-25,00120,HELSINKI,"(60.162928, 24.94049)",Iso Roobertinkatu 21-25,00120,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-01-22,17290,Manufacture of Other Paper and Cardboard Products,Timber
28359664,2835966-4,Mö Foods Oy,Keski-Pohjanmaan maakunta,Kokkola,Alaviirteentie 144,68230,LOHTAJA,"(64.034741, 23.51729)",Alaviirteentie 144,68230,LOHTAJA,Suomi,FIN,Osakeyhtiö,2017-05-25,10890,Manufacture of Other Food Products n.e.c.,Food Products
28396297,2839629-7,TheaterJS Oy,Uudenmaan maakunta,Helsinki,Kuusisaarenpolku 4 A 3,00340,HELSINKI,"(60.18423, 24.8547)",Kuusisaarenpolku 4 A 3,00340,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-06-14,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
28384464,2838446-4,RoostLab Oy,,,,,,,Tuohimäentie 91b,00670,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-06-06,74909,"Other Professional, Scientific, and Technical Activities",
27827497,2782749-7,Locationews Oy,,,,,,,Martinniementie 77,77700,RAUTALAMPI,Suomi,FIN,Osakeyhtiö,2016-09-19,62010,Software Design and Development,"IT Consulting, IT Services"
31022296,3102229-6,Keto - So Simple Oy,,,,,,,PL 47,80101,JOENSUU,Suomi,FIN,Osakeyhtiö,2019-11-29,46390,"General Wholesale of Food, Beverages and Tobacco",Food Wholesale
27499892,2749989-2,Keho Interactive Oy,Pirkanmaan maakunta,Tampere,Tohlopinranta 31,33270,TAMPERE,"(61.505678, 23.65143)",Aittokorventie 18 A 1,33960,PIRKKALA,Suomi,FIN,Osakeyhtiö,2016-03-02,59110,"Production of Films, Videos, and TV Programs",Production Company
31551139,3155113-9,RoboMed Oy,Uudenmaan maakunta,Espoo,Otakaari 5 A 101,02150,ESPOO,"(60.186622, 24.82692)",PL 13100,00076,AALTO,Suomi,FIN,Osakeyhtiö,2020-08-28,86903,Imaging Services,Healthcare
28532957,2853295-7,Celltrum Oy,Uudenmaan maakunta,Espoo,Tekniikantie 12,02150,ESPOO,"(60.184111, 24.81586)",Tekniikantie 12,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2017-09-01,62010,Software Design and Development,"IT Consulting, IT Services"
27258474,2725847-4,Trustmary Group Oy,Keski-Suomen maakunta,Jyväskylä,Kauppakatu 39,40100,JYVÄSKYLÄ,"(62.243259, 25.74851)",Kauppakatu 39,40100,JYVÄSKYLÄ,Suomi,FIN,Osakeyhtiö,2015-11-19,73200,Market and Opinion Research,Market Research
31416404,3141640-4,Pharmafin Oy,Kymenlaakson maakunta,Kotka,Ruotsinsalmenkatu 12,48100,KOTKA,"(60.465721, 26.94367)",Ruotsinsalmenkatu 12,48100,KOTKA,Suomi,FIN,Osakeyhtiö,2020-06-12,47730,Pharmacies,
32184852,3218485-2,Intu Enterprises Oy,Uudenmaan maakunta,Helsinki,Hämeentie 3,00530,HELSINKI,"(60.180829, 24.95274)",Hämeentie 3,00530,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-06-16,62010,Software Design and Development,"IT Consulting, IT Services"
33151112,3315111-2,Oinride Oy,,,,,,,Tesomajärvenkatu 10 F 76,33310,TAMPERE,Suomi,FIN,Osakeyhtiö,2022-09-28,62010,Software Design and Development,"IT Consulting, IT Services"
30058801,3005880-1,Rester Oy,Varsinais-Suomen maakunta,Paimio,Jukantie 9,21530,PAIMIO,"(60.432622, 22.724)",Keilaniementie 1,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2019-06-10,13100,Preparation and Spinning of Textile Fibres,Textile Services
32514313,3251431-3,AI IO Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Mustanniemenrinne 3 A 1,00760,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-11-29,62010,Software Design and Development,"IT Consulting, IT Services"
30917434,3091743-4,Kodia Oy,Pohjois-Karjalan maakunta,Joensuu,Länsikatu 15,80110,JOENSUU,"(62.598019, 29.74457)",Länsikatu 15,80110,JOENSUU,Suomi,FIN,Osakeyhtiö,2019-10-07,62010,Software Design and Development,"IT Consulting, IT Services"
28430029,2843002-9,Corle Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4 A 14,00290,HELSINKI,"(60.190415, 24.908415)",PL 13100,00076,AALTO,Suomi,FIN,Osakeyhtiö,2017-07-04,26510,"Manufacture of Measuring, Testing and Navigation Instruments",Measuring and Research Instruments
33517591,3351759-1,AIContentfy Oy,Uudenmaan maakunta,Espoo,Eteläviitankuja 4 I 15,02330,ESPOO,"(60.164982, 24.61011)",Eteläviitankuja 4 I 15,02330,ESPOO,Suomi,FIN,Osakeyhtiö,2023-03-14,62010,Software Design and Development,"IT Consulting, IT Services"
29457338,2945733-8,Awake.Ai Oy,Varsinais-Suomen maakunta,Turku,Lemminkäisenkatu 14-18 C,20520,TURKU,"(60.448379, 22.29416)",Lemminkäisenkatu 14-18 C,20520,TURKU,Suomi,FIN,Osakeyhtiö,2018-10-11,62010,Software Design and Development,"IT Consulting, IT Services"
27240442,2724044-2,HMD Global Oy,Uudenmaan maakunta,Espoo,Bertel Jungin aukio 9,02600,ESPOO,"(60.217069, 24.81444)",Bertel Jungin Aukio 9,02600,ESPOO,Suomi,FIN,Osakeyhtiö,2015-11-09,61900,Other Telecommunications Services,Telecommunications
28253472,2825347-2,Whitepoint Optics Oy,Uudenmaan maakunta,Helsinki,Sturenkatu 21,00510,HELSINKI,"(60.192801, 24.9531)",Sturenkatu 21,00510,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-03-29,26700,Manufacture of Optical Instruments and Photographic Equipment,Optics
33282278,3328227-8,Koko Forest Oy,,,,,,,Karavaanikatu 4,00980,HELSINKI,Suomi,FIN,Osakeyhtiö,2022-11-28,62010,Software Design and Development,"IT Consulting, IT Services"
31936661,3193666-1,Fundis Application Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2021-02-25,62010,Software Design and Development,"IT Consulting, IT Services"
27527603,2752760-3,Palonot Oy,Uudenmaan maakunta,Espoo,Tekniikantie 2,02150,ESPOO,"(60.180252, 24.82495)",Tekniikantie 2,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2016-03-15,20590,Manufacture of Other Chemical Products n.e.c.,Chemical Products
27090034,2709003-4,Chabla Oy,Uudenmaan maakunta,Helsinki,Pengerkatu 25 A 24,00500,HELSINKI,"(60.186701, 24.95953)",Pengerkatu 25 A 24,00500,HELSINKI,Suomi,FIN,Osakeyhtiö,2015-09-02,74300,Translation and Interpretation Services,Translation Agency
27949312,2794931-2,Rehaboo,Uudenmaan maakunta,Helsinki,Kuortaneenkatu 2,00510,HELSINKI,"(60.1964, 24.94759)",Liljasaarentie 4 A,00340,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-11-15,62010,Software Design and Development,"IT Consulting, IT Services"
27943279,2794327-9,Appstylist Oy,Varsinais-Suomen maakunta,Turku,Kustavintie 15 B 4,20320,TURKU,"(60.468959, 22.21837)",Kustavintie 15 B 4,20320,TURKU,Suomi,FIN,Osakeyhtiö,2016-11-14,62030,IT Processing and Hardware Management Services,"IT Consulting, IT Services"
29176632,2917663-2,Workant Oy,Uudenmaan maakunta,Helsinki,Mannerheiminaukio 1,00100,HELSINKI,"(60.171439, 24.93735)",Kaupintie 13 F 69,00440,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-05-28,62010,Software Design and Development,"IT Consulting, IT Services"
27785418,2778541-8,Valo Motion Oy,Uudenmaan maakunta,Helsinki,Kiviaidankatu 2 F,00210,HELSINKI,"(60.154279, 24.88295)",Kiviaidankatu 2 F,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-08-29,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
34106399,3410639-9,Flow-computing Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-12-06,26110,Manufacture of Electronic Components,Electronics and Components
29504368,2950436-8,Backedbycfo Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Soukanlahdentie 8,02360,ESPOO,Suomi,FIN,Osakeyhtiö,2018-11-05,62010,Software Design and Development,"IT Consulting, IT Services"
30087397,3008739-7,Playsome Oy,Uudenmaan maakunta,Helsinki,Urho Kekkosen katu 7 B,00100,HELSINKI,"(60.168181, 24.93149)",Urho Kekkosen Katu 7 B,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-06-28,62010,Software Design and Development,"IT Consulting, IT Services"
32903773,3290377-3,Finnsofia Oy,Uudenmaan maakunta,Helsinki,,00180,HELSINKI,,Sairaalakatu 5 A 6,95400,TORNIO,Suomi,FIN,Osakeyhtiö,2022-05-27,62010,Software Design and Development,"IT Consulting, IT Services"
27053698,2705369-8,Kliffa Innovations Oy,Kanta-Hämeen maakunta,Hämeenlinna,Miehistönkatu 1,13130,HÄMEENLINNA,"(60.992174, 24.435961)",Miehistönkatu 1a D,13130,HÄMEENLINNA,Suomi,FIN,Osakeyhtiö,2015-08-18,62010,Software Design and Development,"IT Consulting, IT Services"
32602225,3260222-5,SearchCo Oy,Uudenmaan maakunta,Helsinki,Kalevankatu 30,00100,HELSINKI,"(60.165599, 24.93299)",Kalevankatu 30,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2022-01-11,70220,Other Management Consulting,Management Consulting
31600092,3160009-2,Maculaser Oy,Uudenmaan maakunta,Espoo,Keilaranta 1,02150,ESPOO,"(60.176512, 24.83061)",Keilaranta 1,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2020-09-23,26600,Manufacture of Radiation and Medical Electronic Devices,Healthcare Equipment and Supplies
29518639,2951863-9,WasteWise Oy,Pirkanmaan maakunta,Nokia,Vannekatu 21,37130,NOKIA,"(61.504218, 23.50761)",Keilaranta 5,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2018-11-12,38320,Recycling of Sorted Materials,Recycling
34826548,3482654-8,Databites Technology Oy,,,,,,,Insinöörinkatu 66 B 36,33720,TAMPERE,Suomi,FIN,Osakeyhtiö,2024-10-14,62010,Software Design and Development,"IT Consulting, IT Services"
27054009,2705400-9,Hydrohex Oy,Varsinais-Suomen maakunta,Turku,Yliopistonkatu 23 A 4,20100,TURKU,"(60.45159, 22.26453)",Yliopistonkatu 23 A 4,20100,TURKU,Suomi,FIN,Osakeyhtiö,2015-08-19,93190,Other Sports Activities,Sports Services
33764162,3376416-2,Scanwai Oy,,,,,,,Koivukallionkatu 13,39700,PARKANO,Suomi,FIN,Osakeyhtiö,2023-07-06,62010,Software Design and Development,"IT Consulting, IT Services"
30178643,3017864-3,Neuvo Inc. Global,Satakunnan maakunta,Ulvila,Friitalantie 11 B,28400,ULVILA,"(61.430771, 21.8705)",PL 1188,00101,HELSINKI,Suomi,FIN,Osakeyhtiö,2019-08-13,62020,Computer Hardware and Software Consulting,"IT Consulting, IT Services"
28176833,2817683-3,Part Time Monkey Oy,,,,,,,Löötinkuja 8 A 14,04130,SIPOO,Suomi,FIN,Osakeyhtiö,2017-02-21,62010,Software Design and Development,"IT Consulting, IT Services"
32846975,3284697-5,Elmery Oy,Uudenmaan maakunta,Espoo,Tekniikantie 2,02150,ESPOO,"(60.180252, 24.82495)",Vattuniemenkatu 4 A 13,00210,HELSINKI,Suomi,FIN,Osakeyhtiö,2022-05-03,38320,Recycling of Sorted Materials,Recycling
31782148,3178214-8,Nxt:Fwd Software Oy,,,,,,,Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-12-16,62010,Software Design and Development,"IT Consulting, IT Services"
28201525,28201525,Please Be Patient Oy,Uudenmaan maakunta,Espoo,Vesirattaanmäki 9 A 3,02740,ESPOO,"(60.226198, 24.66651)",Vesirattaanmäki 9 A 3,02740,ESPOO,Suomi,FIN,Osakeyhtiö,2017-03-04,62010,Software Design and Development,"IT Consulting, IT Services"
28768038,2876803-8,Tesseract Group Oy,Uudenmaan maakunta,Helsinki,,,,,Fredrikinkatu 47,00100,HELSINKI,Suomi,FIN,Osakeyhtiö,2017-12-19,64990,Other Financial Services n.e.c. (Excluding Insurance and Pension Funding),Finance and Credit Activities
26899624,2689962-4,Zapflow Oy,Uudenmaan maakunta,Espoo,Otakaari 7,02150,ESPOO,"(60.189381, 24.83399)",PL 13300,00076,AALTO,Suomi,FIN,Osakeyhtiö,2015-05-05,62010,Software Design and Development,"IT Consulting, IT Services"
33094648,3309464-8,Vatzy Oy,Uudenmaan maakunta,Helsinki,Bulevardi 21,00180,HELSINKI,"(60.163559, 24.93477)",Poikkikuja 7,65100,VAASA,Suomi,FIN,Osakeyhtiö,2022-09-03,70220,Other Management Consulting,Management Consulting
32555182,3255518-2,ProApp Oy,Uudenmaan maakunta,Mäntsälä,Riihenmäentie 7,04600,MÄNTSÄLÄ,"(60.64586, 25.3265)",Riihenmäentie 7,04600,MÄNTSÄLÄ,Suomi,FIN,Osakeyhtiö,2021-12-16,62010,Software Design and Development,"IT Consulting, IT Services"
29437126,2943712-6,Giveaway App Oy Ab,Uudenmaan maakunta,Vantaa,Tanssijantie 14,01390,VANTAA,"(60.330779, 25.03119)",Tanssijantie 14,01390,VANTAA,Suomi,FIN,Osakeyhtiö,2018-10-03,49410,Road Freight Transport,Transport Company
29880857,2988085-7,Uute Scientific Oy,Uudenmaan maakunta,Helsinki,Haartmaninkatu 4,00290,HELSINKI,"(60.190415, 24.908415)",Karnaistenkatu 18,08100,LOHJA,Suomi,FIN,Osakeyhtiö,2019-03-08,72192,Other Natural Sciences Research and Development,"Product Development, Research and Design Services"
28868098,2886809-8,DataCrunch Oy,Uudenmaan maakunta,Helsinki,Lapinlahdenkatu 16,00180,HELSINKI,"(60.1675, 24.92301)",Lapinlahdenkatu 16,00180,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-01-25,63110,"Data Processing, Hosting, and Related Services","IT Consulting, IT Services"
28577936,2857793-6,Service Automatics SC Oy,,,,,,,Minkkikatu 10-12,04430,JÄRVENPÄÄ,Suomi,FIN,Osakeyhtiö,2017-09-21,62010,Software Design and Development,"IT Consulting, IT Services"
26899173,2689917-3,Solar Water Solutions Oy,Uudenmaan maakunta,Espoo,Keilaranta 1,02150,ESPOO,"(60.176512, 24.83061)",Keilaranta 1,02150,ESPOO,Suomi,FIN,Osakeyhtiö,2015-05-04,71127,Machine and Process Design,Design Office
34694557,3469455-7,MailMoo Oy,,,,,,,Kaarikuja 4 E 101,00940,HELSINKI,Suomi,FIN,Osakeyhtiö,2024-08-19,62010,Software Design and Development,"IT Consulting, IT Services"
31160859,3116085-9,Sprint AI Oy,Uudenmaan maakunta,Helsinki,Bulevardi 6 D,00120,HELSINKI,"(60.166002, 24.94183)",Bulevardi 6 D,00120,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-02-02,62010,Software Design and Development,"IT Consulting, IT Services"
28551402,2855140-2,IISY Oy,Uudenmaan maakunta,Espoo,Karaportti 5,02610,ESPOO,"(60.223968, 24.75523)",Karaportti 5,02610,ESPOO,Suomi,FIN,Osakeyhtiö,2017-09-09,71126,Other Construction Engineering Services,Consulting Services
27568114,2756811-4,CHAOS Architect Oy,Uudenmaan maakunta,Helsinki,Pursimiehenkatu 26-30 C 7070,00150,HELSINKI,"(60.15839, 24.93398)",Pursimiehenkatu 26-30 C 7070,00150,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-04-12,71121,Urban Planning and Community Development,Land Use Planning and Zoning
29425344,2942534-4,Yield Systems Oy,Uudenmaan maakunta,Helsinki,Valimotie 13 A 270,00380,HELSINKI,"(60.21782, 24.878631)",Valimotie 13 A 270,00380,HELSINKI,Suomi,FIN,Osakeyhtiö,2018-09-27,63990,Other Information Service Activities n.e.c.,
31904897,3190489-7,Humbol Oy,Pohjanmaan maakunta,Vaasa,Raastuvankatu 20,65100,VAASA,"(63.096841, 21.61163)",Raastuvankatu 20,65100,VAASA,Suomi,FIN,Osakeyhtiö,2021-02-11,62010,Software Design and Development,"IT Consulting, IT Services"
28714742,2871474-2,Omago Oy,Uudenmaan maakunta,Vantaa,,01770,VANTAA,,Uutistie 3 C,01770,VANTAA,Suomi,FIN,Osakeyhtiö,2017-11-23,77110,Car and Light Motor Vehicle Rental and Leasing,Car Rental
27510641,2751064-1,Gartano Oy,Pohjois-Karjalan maakunta,Joensuu,Siltakatu 20 A 31,80100,JOENSUU,"(62.602111, 29.75799)",Siltakatu 20 A 31,80100,JOENSUU,Suomi,FIN,Osakeyhtiö,2016-03-07,86909,Other Health Services,Healthcare
27287267,2728726-7,Pikku Robotti Oy,Keski-Suomen maakunta,Jyväskylä,Herneaho 84,41120,PUUPPOLA,"(62.375596, 25.736324)",,,,,,Osakeyhtiö,2015-12-02,62010,Software Design and Development,"IT Consulting, IT Services"
31418557,3141855-7,Moder Oy,,,,,,,Vipusentie 10 A,00610,HELSINKI,Suomi,FIN,Osakeyhtiö,2020-07-01,62010,Software Design and Development,"IT Consulting, IT Services"
34153937,3415393-7,Con and tender Oy,,,,,,,Katajanokanlaituri 5,00160,HELSINKI,Suomi,FIN,Osakeyhtiö,2023-12-30,82990,Other Business Services,Business Services
27900017,2790001-7,Avant Wood Oy,,,,,,,Leväsentie 23,70780,KUOPIO,Suomi,FIN,Osakeyhtiö,2016-10-24,28990,Manufacture of Special-Purpose Machinery n.e.c.,Timber
27997728,2799772-8,Bitwards Oy,Uudenmaan maakunta,Helsinki,Laajalahdentie 23,00330,HELSINKI,"(60.201469, 24.87702)",Laajalahdentie 23,00330,HELSINKI,Suomi,FIN,Osakeyhtiö,2016-12-11,62010,Software Design and Development,"IT Consulting, IT Services"
28444949,2844494-9,WRX Company Oy,Uudenmaan maakunta,Vihti,Vanhan-Sepän Tie 17 A 3,03100,NUMMELA,"(60.324348, 24.32546)",Vanhan-Sepän Tie 17 A 3,03100,NUMMELA,Suomi,FIN,Osakeyhtiö,2017-07-12,62010,Software Design and Development,"IT Consulting, IT Services"
