name,url,description,started_at,category,city,website,socials,business_id,finder_url
Duara Travels,https://startup100.net/company/duara-travels,Duara is a for-profit venture with a mission to make social impact. We believe travellers want to experience real life and meet local people. Our online platform connects communities in emerging economies with impact-minded travellers and brings value to both. Read more at http://www.duaratravels.com,2015,SaaS/Travel & Hospitality,Helsinki,http://www.duaratravels.com/,"{'twitter': 'https://twitter.com/duaratravels', 'facebook': 'https://www.facebook.com/duaratravels', 'linkedin': 'https://www.linkedin.com/company/10297206'}",2720288-4,https://www.finder.fi/search?what=2720288-4&type=company
Ductor,https://startup100.net/company/ductor,"Ductor Corporation is a Finnish biotechnology company providing biogas operators with a unique portfolio of proprietary, patented and tested technologies for improving the profitability and stability of their biogas businesses. 

Ductor's biological fermentation technology removes a controlled amount of nitrogen from the substrate prior to the anaerobic digestion process. 

Ductor promotes biogas as one of the most important renewable energy sources, while supplying important food production components as fertilizers.",2009,Clean & Green Technology,Helsinki,http://www.ductor.com,"{'twitter': 'https://www.twitter.com/privacy/', 'facebook': 'https://www.facebook.com/ductorbiotech', 'linkedin': 'http://www.linkedin.com/company/2756959', 'youtube': 'https://www.youtube.com/ductorcorp'}",,
DustComb,https://startup100.net/company/dustcomb,Vuonna dustcomb.fi verkkokaupasta ostaa suosikki tuotemerkin muoti vaatteet ja jalkineet.,2016,Industrial Equipment,Porvoo,http://dustcomb.fi/,{'facebook': 'https://fi-fi.facebook.com/dustcomb'},2740599-9,https://www.finder.fi/search?what=2740599-9&type=company
Duunitori,https://startup100.net/company/duunitori,"Duunitori is an active recruitment media reaching the best active and passive candidates in Finland. Every week over 10 Million job ads are being read on Duunitori.fi and more than 3 Million people are reached through its social media channels. 

OUR SERVICES INCLUDE:

* Job ad campaigns * 
Duunitori Job Ad Network reaches your future talent right there where they spend time — on social media and on the internet.

* Employer content marketing * 
Duunitori bloggers make your employer brand more attractive by creating unique behind the scenes stories about your company and culture.",,,,http://duunitori.fi/,"{'twitter': 'https://www.twitter.com/duunitori/', 'facebook': 'https://www.facebook.com/duunitori', 'linkedin': 'http://www.linkedin.com/company/duunitori.fi', 'youtube': 'https://www.youtube.com/user/duunitori'}",,
Easy LED,https://startup100.net/company/easy-led,"Easy LED Oy – Clearly the Best

Easy LED is a Finnish company specialising in the design, manufacture and implementation of LED lighting systems. Easy LED was founded already in 2006 and we are the pioneering lighting company in Finland.  We shine where the goal is to provide long-lasting, uniform and pleasant lighting, with intelligent control, if needed.
Our efficient and ecological Easy LED products are manufactured in Salo, Finland and they have been awarded the Key Flag Symbol as well as the Design from Finland mark.",2006,Hardware & Devices,Salo,http://www.easyled.fi/,"{'twitter': 'https://www.twitter.com/EasyLEDOy/', 'facebook': 'https://www.facebook.com/easyledoy', 'linkedin': 'http://www.linkedin.com/company/2761678'}",,
EasyWhistle,https://startup100.net/company/easywhistle,"EasyWhistle Whistleblowing solution is the best way for employees, partners and customers to report any kind of abuse or corruption. Our anonymous two-way communication allows Whistleblowers to make a new report without having to worry about countermeasures.

Contact us if your looking for a secure and easy whistleblowing platform.",2020,SaaS/Business Software,Helsinki,http://www.easywhistle.com,"{'twitter': 'https://www.twitter.com/WhistleEasy/', 'facebook': 'https://www.facebook.com/EasyWhistle-100523914795814'}",3132737-2,https://www.finder.fi/search?what=3132737-2&type=company
EatAndTheCity,https://startup100.net/company/eatandthecity,City - aktiivisen kaupunkilaisen tukikohta.,,,,https://www.eatandthecity.com/,"{'twitter': 'https://www.twitter.com/citylehti/', 'facebook': 'https://www.facebook.com/city.fi'}",2716427-5,https://www.finder.fi/search?what=2716427-5&type=company
Eazybreak,https://startup100.net/company/eazybreak,"Eazybreak on se helpoin tie työsuhde-etuihin, olit sitten niiden tarjoaja tai käyttäjä.

Eazybreakillä tarjoat työntekijöillesi lounas-, liikunta-, kulttuuri- ja työmatkaetuja mobiilisti. Sen käyttöönotto on nopeaa – uusi työntekijä saa edut käyttöön jo samana päivänä.

Eazybreak on kehitetty alusta asti toimimaan kännykässä ilman paperiseteleitä tai maksukortteja. Siksi Eazybreak on sinulle helpoin tapa säästää aikaa ja rahaa – ja jopa luontoa. Tervetuloa liittymään asiakkaidemme joukkoon!

Eazybreak on kotimainen työsuhde-etujen edelläkävijä ja vientituote. Palvelun kautta käytetään työsuhde-etuja vuosittain 60 000 000 € arvosta, ja vuonna 2009 perustettu yritys kasvaa koko ajan. Eazybreakillä on yli 140 000 tyytyväistä käyttäjää kaikenkokoisista suomalaisista yrityksistä. Käyttäjämme löytävät yli 10 000 käyttöpaikan verkostostamme kattavan valikoiman palveluita ympäri Suomen.",2009,"SaaS/AdTech, MarTech, E-commerce",Espoo,https://eazybreak.fi,"{'twitter': 'https://www.twitter.com/Eazybreak', 'facebook': 'https://www.facebook.com/Eazybreak', 'linkedin': 'http://www.linkedin.com/company/1789417'}",,
Ecolution,https://startup100.net/company/ecolution,"Être présent dans les moments importants de la vie de votre partenaire est un acte simple en apparence, mais qui revêt une signification profonde.",2005,Clean & Green Technology,Espoo,http://www.ecolution.fi/pages/fi/index.php,{'facebook': 'https://www.facebook.com/groups'},,
ED Training,https://startup100.net/company/ed-training,,2013,SaaS/Business Software,Espoo,http://edtraining.fi,{},,
EDUAmbience,https://startup100.net/company/eduambience,EDUAmbience uses the power of music to create well-being and improve learning in schools.,2021,Education Technology,Espoo,https://www.eduambience.com/,{'facebook': 'https://www.facebook.com/EDUambience'},3207268-2,https://www.finder.fi/search?what=3207268-2&type=company
Eduten,https://startup100.net/company/eduten,#1 digital learning platform. From Finland.,2017,Education Technology,Turku,https://www.eduten.com,"{'twitter': 'https://twitter.com/EdutenOfficial', 'facebook': 'https://www.facebook.com/edutenofficial'}",2867321-5,https://www.finder.fi/search?what=2867321-5&type=company
Eebu Finland,https://startup100.net/company/eebu-finland,"Asiakkuudenhallinta CRM. Eebu on nettipohjainen taloushallinto-ohjelma, jolla voit hoitaa asiakkuudenhallinnan (CRM) ilmaiseksi.",2010,SaaS/Business Software,Helsinki,http://www.eebu.com/,"{'twitter': 'https://www.twitter.com/EebuFinland/', 'facebook': 'https://www.facebook.com/pages', 'linkedin': 'https://www.linkedin.com/company/769689'}",,
Eeedo,https://startup100.net/company/eeedo,"simple & effective cloud-based software for vehicle & rolling stock fleet maintenance management, customer service, and crisis management.",2010,SaaS/Business Software,Tampere,https://eee.do/,"{'twitter': 'https://twitter.com/eeedo_inc', 'facebook': 'https://www.facebook.com/eeedoinc', 'linkedin': 'https://www.linkedin.com/company/eeedo'}",,
EEE Innovations,https://startup100.net/company/eee-innovations,"EEE Innovations Oy is committed to promote Intelligent Transport Systems and Services (ITS) to make traffic safer and more cost-efficient.

Company’s solutions aggregate data from vehicles and third-party sources to cloud from where the refined data is provided to connected driver guidance system eDAS and slipperiness detection systems eGRIP. 

EEE Innovations was founded in 2014 to commercialize two inventions made by VTT Technical Research Centre of Finland. The patented software-based innovations derive data from vehicles’ own computers and refine it into information about road slipperiness and driving patterns, for the benefit of drivers, fleet managers, authorities, road maintenance operators, insurance companies, vehicle computer manufacturers, self-driving cars, and all road users.",2014,Hardware & Devices,Lohja,http://e3inno.com/,"{'twitter': 'https://twitter.com/eeeinnovations', 'facebook': 'https://www.facebook.com/EEEInnovationsOy', 'linkedin': 'https://www.linkedin.com/company/eee-innovations'}",,
Eevia Health,https://startup100.net/company/eevia-health,"Eevia Health is the producer of 100% organic natural extracts from plants growing in the pristine wild Finnish forests of the Arctic Circle. All wild raw materials such as lingonberry, bilberry, chaga and pine bark are hand-picked and carefully processed into highest-quality, standardised extracts in Eevia’s own production facilities in Finland. These extremely potent ingredients are a perfect fit in dietary supplements, functional beverages and superfoods, to support healthier and happier lives. Short value chain controlled by Eevia together with organic certification gives assurance of the origin, authenticity and traceability.

Eevia Health holds the Euroleaf organic certification, making Eevia’s entire product portfolio of wild Arctic plant ingredients organic-certified. Health is never compromised, as Eevia’s organic certified Arctic plant extracts contain extremely high and standardized amounts of active nutrients such as polyphenols, flavonoids, antioxidants and beta-glucans. The increasing science is suggesting that these components may contribute to stronger immunity, reduced inflammation, healthier heart and improved metabolism. Eevia is continuously exploring new things that Arctic nature can offer, and further researching how their products can contribute to healthier lives.

Eevia Health is committed solely to natural and organic Arctic ingredients and to a stringent focus on sustainability.",2017,"Wellness, Fitness & Sports",Seinäjoki,https://eeviahealth.com,"{'twitter': 'https://twitter.com/eeviaingredient', 'facebook': 'https://www.facebook.com/Eevia-Ingredients-1137663946257968', 'linkedin': 'https://www.linkedin.com/company/9313101/'}",2825194-4,https://www.finder.fi/search?what=2825194-4&type=company
